,loss,accuracy,f1-score,iou_score,val_loss,val_accuracy,val_f1-score,val_iou_score,lr
0,0.8761645555496216,0.7928410172462463,0.12388413399457932,0.07434087991714478,0.9638450741767883,0.977489709854126,0.03875022381544113,0.022980276495218277,1e-04
1,0.8370654582977295,0.885570764541626,0.16278375685214996,0.10010958462953568,0.9395467638969421,0.39546751976013184,0.06013788655400276,0.03303711861371994,1e-04
2,0.8331277966499329,0.8932501673698425,0.16667279601097107,0.10350170731544495,0.8658121228218079,0.8477550148963928,0.1356504112482071,0.08086592704057693,1e-04
3,0.8207627534866333,0.911014974117279,0.17899565398693085,0.11035827547311783,0.8502863645553589,0.8623892664909363,0.14980553090572357,0.08943783491849899,1e-04
4,0.7919523119926453,0.9340970516204834,0.20794406533241272,0.13133685290813446,0.9802419543266296,0.9783892631530762,0.021259019151329994,0.01154093723744154,1e-04
5,0.8311572074890137,0.8996157646179199,0.16873671114444733,0.10537204146385193,0.8679893612861633,0.8019614815711975,0.13156172633171082,0.07747595757246017,1e-04
6,0.8023232817649841,0.9241366982460022,0.19737409055233002,0.1232600137591362,0.79511559009552,0.9708240032196045,0.20368307828903198,0.13275662064552307,1e-04
7,0.7762877941131592,0.9464530944824219,0.22471736371517181,0.14284664392471313,0.742383599281311,0.9658929705619812,0.2563164234161377,0.1681145280599594,1e-04
8,0.7337024211883545,0.9616014361381531,0.26594021916389465,0.1727287322282791,0.9506096839904785,0.9805944561958313,0.04910070449113846,0.03143313527107239,1e-04
9,0.6680619120597839,0.9738016724586487,0.33207255601882935,0.22237908840179443,0.7813332676887512,0.9817585945129395,0.21826770901679993,0.15214495360851288,1e-04
10,0.6496986746788025,0.9755635857582092,0.3501591384410858,0.2370419204235077,0.6778119206428528,0.9822854399681091,0.32027021050453186,0.22482819855213165,1e-04
11,0.6550997495651245,0.974299967288971,0.3449123501777649,0.23065847158432007,0.6934067010879517,0.9820524454116821,0.309478223323822,0.2186470329761505,1e-04
12,0.6160883903503418,0.975685715675354,0.38369086384773254,0.2628674805164337,0.6078981161117554,0.9824151396751404,0.39219021797180176,0.2787666320800781,1e-04
13,0.6598150134086609,0.9720191955566406,0.3398705720901489,0.22784946858882904,0.6015113592147827,0.9834319949150085,0.3961167633533478,0.28431418538093567,1e-04
14,0.5997775793075562,0.9773368239402771,0.3997155725955963,0.27654653787612915,0.5994011759757996,0.9820370078086853,0.39821428060531616,0.2810426354408264,1e-04
15,0.5876549482345581,0.9766141176223755,0.4121301770210266,0.2858647108078003,0.6292554140090942,0.9722060561180115,0.3693167269229889,0.2516220808029175,1e-04
16,0.592356264591217,0.9761101603507996,0.40727436542510986,0.28161874413490295,0.6453346014022827,0.9827294945716858,0.35471928119659424,0.24974068999290466,1e-04
17,0.5713963508605957,0.9785265922546387,0.42885157465934753,0.3020692467689514,0.5798219442367554,0.9830403327941895,0.42096972465515137,0.303733766078949,1e-04
18,0.5658499598503113,0.9789838790893555,0.43394699692726135,0.30585992336273193,0.5725489258766174,0.9841075539588928,0.4286891520023346,0.3128732144832611,1e-04
19,0.5489493012428284,0.9798041582107544,0.45131194591522217,0.32131823897361755,0.5699151158332825,0.982794463634491,0.4308050274848938,0.31068000197410583,1e-04
20,0.5618960857391357,0.9787548780441284,0.43819794058799744,0.3088816702365875,0.5802891850471497,0.9791722297668457,0.41826683282852173,0.3002192974090576,1e-04
21,0.5554240942001343,0.9789307117462158,0.44459962844848633,0.31447404623031616,0.576145589351654,0.9825038313865662,0.42345860600471497,0.3039567470550537,1e-04
22,0.5371451377868652,0.9796643257141113,0.46307995915412903,0.33197838068008423,0.5998728275299072,0.9755623936653137,0.40218785405158997,0.2829780876636505,1e-04
23,0.5396563410758972,0.9793140888214111,0.4603186249732971,0.3286755681037903,0.5659734010696411,0.982020378112793,0.4349265396595001,0.31164348125457764,1e-04
24,0.5206204056739807,0.9805548787117004,0.479266881942749,0.34696441888809204,0.5566549301147461,0.9831923246383667,0.4454731345176697,0.3262729346752167,1e-04
25,0.5526527166366577,0.9797837138175964,0.4478970170021057,0.31985798478126526,0.6122736930847168,0.9827038645744324,0.3879275619983673,0.280259370803833,1e-04
26,0.5468705892562866,0.9789820313453674,0.4531991183757782,0.3244885206222534,0.558207094669342,0.9834675192832947,0.44417279958724976,0.3239416480064392,1e-04
27,0.537151575088501,0.9797823429107666,0.46317601203918457,0.3335852324962616,0.5793130397796631,0.9790441989898682,0.4193556308746338,0.2980387210845947,1e-04
28,0.553691565990448,0.9794729351997375,0.4466125965118408,0.3193269968032837,0.5602046251296997,0.9810367822647095,0.440245121717453,0.31573355197906494,1e-04
29,0.5102730989456177,0.9813351035118103,0.48938167095184326,0.3568333089351654,0.5616995692253113,0.9795817136764526,0.43570804595947266,0.3190508484840393,1e-04
30,0.5199530720710754,0.9802659153938293,0.4797651171684265,0.34894925355911255,0.6128416061401367,0.984760046005249,0.3895905911922455,0.28748592734336853,1e-04
31,0.5296584367752075,0.9813394546508789,0.46961578726768494,0.3429045081138611,0.5858253240585327,0.9842796921730042,0.41170933842658997,0.30311164259910583,1e-04
32,0.4933161735534668,0.982602596282959,0.5059958696365356,0.3736545741558075,0.531485915184021,0.9848848581314087,0.47003763914108276,0.3546939492225647,1e-05
33,0.47376880049705505,0.9830803275108337,0.5265399217605591,0.3935256600379944,0.5231993198394775,0.9851626753807068,0.47858691215515137,0.36124834418296814,1e-05
34,0.4674481749534607,0.9831967353820801,0.5328360795974731,0.39887163043022156,0.527938723564148,0.9849469661712646,0.4714040160179138,0.35534214973449707,1e-05
35,0.4627019166946411,0.9836338758468628,0.5374332666397095,0.4041661322116852,0.5291374921798706,0.9858839511871338,0.4729273319244385,0.3591834008693695,1e-05
36,0.4602094292640686,0.9835148453712463,0.5401131510734558,0.4055294096469879,0.5271758437156677,0.9852967262268066,0.47185325622558594,0.3569938540458679,1e-05
37,0.4577503204345703,0.983590304851532,0.541412889957428,0.40716350078582764,0.5250710248947144,0.9856746196746826,0.47753629088401794,0.36377498507499695,1e-05
38,0.45115983486175537,0.9837822914123535,0.5484657883644104,0.41471099853515625,0.544489324092865,0.9861437678337097,0.4545873999595642,0.34593725204467773,1e-05
39,0.4501301348209381,0.9841682314872742,0.5499337315559387,0.41636887192726135,0.5154879689216614,0.9854803085327148,0.486453652381897,0.36990082263946533,1e-05
40,0.44468197226524353,0.9839519262313843,0.555696964263916,0.4208407998085022,0.5254238247871399,0.98567795753479,0.47639137506484985,0.3614703118801117,1e-05
41,0.44272148609161377,0.9842333793640137,0.5574101209640503,0.4241238832473755,0.5203676223754883,0.9851283431053162,0.47678080201148987,0.35931122303009033,1e-05
42,0.4378243684768677,0.9841761589050293,0.5613080263137817,0.4270733594894409,0.524276614189148,0.9854851365089417,0.47289180755615234,0.35793226957321167,1e-05
43,0.441444456577301,0.9836859703063965,0.5583113431930542,0.42351245880126953,0.5136428475379944,0.9850472807884216,0.4838111996650696,0.363934189081192,1e-05
44,0.4362213611602783,0.9841753840446472,0.5640485882759094,0.42868518829345703,0.5114908218383789,0.9858041405677795,0.4873993694782257,0.37014660239219666,1e-05
45,0.4378432035446167,0.9844214916229248,0.5621876120567322,0.4286714792251587,0.5184577703475952,0.9857316613197327,0.4834672808647156,0.36800122261047363,1e-05
46,0.43102654814720154,0.9844245314598083,0.5685662031173706,0.4339301586151123,0.5207981467247009,0.9855301976203918,0.48002997040748596,0.3635042607784271,1e-05
47,0.4354776442050934,0.9844782948493958,0.5647481083869934,0.42997434735298157,0.520778238773346,0.986168384552002,0.47976765036582947,0.3650805950164795,1e-05
48,0.42761552333831787,0.9845108389854431,0.572597086429596,0.4372047483921051,0.5128421783447266,0.9859328866004944,0.48761889338493347,0.37153831124305725,1e-05
49,0.4286813735961914,0.9846161007881165,0.57070392370224,0.4356897473335266,0.5279894471168518,0.9847028255462646,0.47216343879699707,0.3548767864704132,1e-05
